date_time,title,link,author,comments_amount
"April 14, 2017",Open Thread 73.25,https://slatestarcodex.com/2017/04/14/open-thread-73-25/,Scott Alexander,688
"April 20, 2017",Open Thread 73.75,https://slatestarcodex.com/2017/04/20/open-thread-73-75/,Scott Alexander,483
"April 26, 2017",Anorexia And Metabolic Set Point,https://slatestarcodex.com/2017/04/26/anorexia-and-metabolic-set-point/,Scott Alexander,144
"April 27, 2017",Open Thread 74.25,https://slatestarcodex.com/2017/04/27/open-thread-74-25/,Scott Alexander,748
"May 4, 2017",Getting High On Your Own Supply,https://slatestarcodex.com/2017/05/04/getting-high-on-your-own-supply/,Scott Alexander,772
"May 9, 2017",Links 5/17: Rip Van Linkle,https://slatestarcodex.com/2017/05/09/links-517-rip-van-linkle/,Scott Alexander,912
"May 15, 2017",Open Thread 75.5,https://slatestarcodex.com/2017/05/15/open-thread-75-5/,Scott Alexander,424
"May 1, 2017",Neutral vs. Conservative: The Eternal Struggle,https://slatestarcodex.com/2017/05/01/neutral-vs-conservative-the-eternal-struggle/,Scott Alexander,1909
"May 25, 2017",Open Thread 76.25,https://slatestarcodex.com/2017/05/25/open-thread-76-25/,Scott Alexander,321
"May 17, 2017",Polyamory Is Not Polygyny,https://slatestarcodex.com/2017/05/17/polyamory-is-not-polygyny/,Scott Alexander,791
"May 22, 2017",Classified Ads Thread,https://slatestarcodex.com/2017/05/22/classified-ads-thread/,Scott Alexander,512
"May 30, 2017",Hungarian Education III: Mastering The Core Teachings Of The Budapestians,https://slatestarcodex.com/2017/05/30/hungarian-education-iii-mastering-the-core-teachings-of-the-budapestians/,Scott Alexander,437
"June 5, 2017",Is Pharma Research Worse Than Chance?,https://slatestarcodex.com/2017/06/05/is-pharma-research-worse-than-chance/,Scott Alexander,169
"June 13, 2017","What Is Depression, Anyway?: The Synapse Hypothesis",https://slatestarcodex.com/2017/06/13/what-is-depression-anyway-the-synapse-hypothesis/,Scott Alexander,147
"June 4, 2017",OT77: Opium Thread,https://slatestarcodex.com/2017/06/04/ot77-opium-thread/,Scott Alexander,1064
"June 14, 2017",Links 6/17: Silinks Is Golden,https://slatestarcodex.com/2017/06/14/links-617-silinks-is-golden/,Scott Alexander,1007
"June 26, 2017",Conversation Deliberately Skirts The Border Of Incomprehensibility,https://slatestarcodex.com/2017/06/26/conversation-deliberately-skirts-the-border-of-incomprehensibility/,Scott Alexander,374
"June 21, 2017","To Understand Polarization, Understand Conservativism’s Failures",https://slatestarcodex.com/2017/06/21/to-understand-polarization-understand-the-extent-of-republican-failure/,Scott Alexander,689
"July 5, 2017",Open Thread 79.25,https://slatestarcodex.com/2017/07/05/open-thread-79-25/,Scott Alexander,776
"July 10, 2017",Change Minds Or Drive Turnout?,https://slatestarcodex.com/2017/07/10/change-minds-or-drive-turnout/,Scott Alexander,1005
"July 3, 2017",OT79: Open Road,https://slatestarcodex.com/2017/07/03/ot79-open-road/,Scott Alexander,1455
"July 13, 2017",SSC Meetup: Salt Lake 7/14,https://slatestarcodex.com/2017/07/13/ssc-meetup-salt-lake-714/,Scott Alexander,9
"July 14, 2017",Can We Link Perception And Cognition?,https://slatestarcodex.com/2017/07/14/can-we-link-perception-and-cognition/,Scott Alexander,108
"June 28, 2017",Why Are Transgender People Immune To Optical Illusions?,https://slatestarcodex.com/2017/06/28/why-are-transgender-people-immune-to-optical-illusions/,Scott Alexander,356
"July 13, 2017",Open Thread 79.75,https://slatestarcodex.com/2017/07/13/open-thread-79-75/,Scott Alexander,935
"July 10, 2017",Open Thread 79.5,https://slatestarcodex.com/2017/07/10/open-thread-79-5/,Scott Alexander,505
"July 8, 2017",Two Kinds Of Caution,https://slatestarcodex.com/2017/07/08/two-kinds-of-caution/,Scott Alexander,394
"July 20, 2017",Open Thread 80.25,https://slatestarcodex.com/2017/07/20/open-thread-80-25/,Scott Alexander,342
"July 19, 2017",Links 7/17: URL of Sandwich,https://slatestarcodex.com/2017/07/19/links-717-url-of-sandwich/,Scott Alexander,731
"July 26, 2017",Don’t Blame Griggs,https://slatestarcodex.com/2017/07/26/dont-blame-griggs/,Scott Alexander,294
"July 17, 2017",OT80: OPEC Thread,https://slatestarcodex.com/2017/07/17/ot80-opec-thread/,Scott Alexander,1161
"July 25, 2017",Highlights From The Comment Thread On Meritocracy,https://slatestarcodex.com/2017/07/25/highlights-from-the-comment-thread-on-meritocracy/,Scott Alexander,277
"July 24, 2017",Targeting Meritocracy,https://slatestarcodex.com/2017/07/24/targeting-meritocracy/,Scott Alexander,606
"July 27, 2017",Open Thread 80.75,https://slatestarcodex.com/2017/07/27/open-thread-80-75/,Scott Alexander,575
"August 1, 2017",Gender Imbalances Are Mostly Not Due To Offensive Attitudes,https://slatestarcodex.com/2017/08/01/gender-imbalances-are-mostly-not-due-to-offensive-attitudes/,Scott Alexander,
"July 29, 2017",Against Signal-Boosting As Doxxing,https://slatestarcodex.com/2017/07/29/against-signal-boosting-as-doxxing/,Scott Alexander,694
"August 2, 2017",Where The Falling Einstein Meets The Rising Mouse,https://slatestarcodex.com/2017/08/02/where-the-falling-einstein-meets-the-rising-mouse/,Scott Alexander,276
"August 7, 2017",Contra Grant On Exaggerated Differences,https://slatestarcodex.com/2017/08/07/contra-grant-on-exaggerated-differences/,Scott Alexander,3
"July 30, 2017",OT81: Open Djed,https://slatestarcodex.com/2017/07/30/ot81-open-djed/,Scott Alexander,1332
"August 2, 2017",Open Thread 81.25,https://slatestarcodex.com/2017/08/02/open-thread-81-25/,Scott Alexander,895
"August 6, 2017",Open Thread 81.5,https://slatestarcodex.com/2017/08/06/open-thread-81-5/,Scott Alexander,648
"August 10, 2017",Brief Cautionary Notes On Branded Combination Nootropics,https://slatestarcodex.com/2017/08/10/brief-cautionary-notes-on-branded-combination-nootropics/,Scott Alexander,93
"August 21, 2017",Partial Credit,https://slatestarcodex.com/2017/08/21/partial-credit/,Scott Alexander,72
"August 7, 2017",Links 8/17: On The Site Of The Angels,https://slatestarcodex.com/2017/08/07/links-817-on-the-site-of-the-angels/,Scott Alexander,794
"August 20, 2017",Open Thread 82.5,https://slatestarcodex.com/2017/08/20/open-thread-82-5/,Scott Alexander,732
"August 28, 2017","Axiology, Morality, Law",https://slatestarcodex.com/2017/08/28/contra-askell-on-moral-offsets/,Scott Alexander,298
"August 16, 2017",Open Thread 82.25,https://slatestarcodex.com/2017/08/16/open-thread-82-25/,Scott Alexander,979
"August 30, 2017",Open Thread 83.25,https://slatestarcodex.com/2017/08/30/open-thread-83-25/,Scott Alexander,512
"September 5, 2017",Book Review: Surfing Uncertainty,https://slatestarcodex.com/2017/09/05/book-review-surfing-uncertainty/,Scott Alexander,271
"September 13, 2017",Classified Thread 3: Semper Classifiedelis,https://slatestarcodex.com/2017/09/13/classified-thread-3-semper-classifiedelis/,Scott Alexander,164
"September 6, 2017",Open Thread 83.75,https://slatestarcodex.com/2017/09/06/open-thread-83-75/,Scott Alexander,667
"September 20, 2017",Meditative States As Feedback Loops,https://slatestarcodex.com/2017/09/20/meditative-states-as-mental-feedback-loops/,Scott Alexander,62
"September 9, 2017",OT84: Threadictive Processing,https://slatestarcodex.com/2017/09/09/ot84-threadictive-processing/,Scott Alexander,978
"September 18, 2017",Book Review: Mastering The Core Teachings Of The Buddha,https://slatestarcodex.com/2017/09/18/book-review-mastering-the-core-teachings-of-the-buddha/,Scott Alexander,334
"October 1, 2017",Open Thread 85.5,https://slatestarcodex.com/2017/10/01/open-thread-85-5/,Scott Alexander,535
"October 2, 2017",Different Worlds,https://slatestarcodex.com/2017/10/02/different-worlds/,Scott Alexander,785
"October 15, 2017",Open Thread 86.5,https://slatestarcodex.com/2017/10/15/open-thread-86-5/,Scott Alexander,282
"October 4, 2017",Open Thread 85.75,https://slatestarcodex.com/2017/10/04/open-thread-85-75/,Scott Alexander,1081
"October 25, 2017",Against Rat Park,https://slatestarcodex.com/2017/10/25/against-rat-park/,Scott Alexander,190
"October 23, 2017",Kolmogorov Complicity And The Parable Of Lightning,https://slatestarcodex.com/2017/10/23/kolmogorov-complicity-and-the-parable-of-lightning/,Scott Alexander,616
"October 24, 2017",How Did New Atheism Fail So Miserably?,https://slatestarcodex.com/2017/10/24/how-did-new-atheism-fail-so-miserably/,Scott Alexander,1043
"November 2, 2017",Non-Expert Explanation,https://slatestarcodex.com/2017/11/02/non-expert-explanation/,Scott Alexander,194
"November 7, 2017",Concept-Shaped Holes Can Be Impossible To Notice,https://slatestarcodex.com/2017/11/07/concept-shaped-holes-can-be-impossible-to-notice/,Scott Alexander,307
"November 12, 2017",Open Thread 88.5,https://slatestarcodex.com/2017/11/12/open-thread-88-5/,Scott Alexander,392
"November 13, 2017",Book Review: Legal Systems Very Different From Ours,https://slatestarcodex.com/2017/11/13/book-review-legal-systems-very-different-from-ours/,Scott Alexander,444
"November 21, 2017",Contra Robinson On Public Food,https://slatestarcodex.com/2017/11/21/contra-robinson-on-public-food/,Scott Alexander,611
"November 22, 2017",Links 11/17: Sri Linka,https://slatestarcodex.com/2017/11/22/links-11-17-sri-linka/,Scott Alexander,598
"December 8, 2017",What To Make Of New Positive NSI-189 Results?,https://slatestarcodex.com/2017/12/08/what-to-make-of-new-positive-nsi-189-results/,Scott Alexander,171
"November 30, 2017",Book Review: Inadequate Equilibria,https://slatestarcodex.com/2017/11/30/book-review-inadequate-equilibria/,Scott Alexander,479
"December 5, 2017",The Tax Bill Compared To Other Very Expensive Things,https://slatestarcodex.com/2017/12/05/the-tax-bill-compared-to-other-very-expensive-things/,Scott Alexander,600
"December 12, 2017",Classified Thread 4: Vinson Classif,https://slatestarcodex.com/2017/12/12/classified-thread-4-vinson-classif/,Scott Alexander,418
"December 24, 2017",Open Thread 91.5,https://slatestarcodex.com/2017/12/24/open-thread-91-5/,Scott Alexander,315
"December 13, 2017",Open Thread 90.75,https://slatestarcodex.com/2017/12/13/open-thread-90-75/,Scott Alexander,856
"December 26, 2017",A History Of The Silmarils In The Fifth Age,https://slatestarcodex.com/2017/12/26/a-history-of-the-silmarils-in-the-fifth-age/,Scott Alexander,99
"December 28, 2017",Adderall Risks: Much More Than You Wanted To Know,https://slatestarcodex.com/2017/12/28/adderall-risks-much-more-than-you-wanted-to-know/,Scott Alexander,239
"January 8, 2018","Fight Me, Psychologists: Birth Order Effects Exist And Are Very Strong",https://slatestarcodex.com/2018/01/08/fight-me-psychologists-birth-order-effects-exist-and-are-very-strong/,Scott Alexander,401
"January 3, 2018",SSC Survey Results 2018,https://slatestarcodex.com/2018/01/03/ssc-survey-results-2018/,Scott Alexander,438
"January 2, 2018",2017 Predictions: Calibration Results,https://slatestarcodex.com/2018/01/02/2017-predictions-calibration-results/,Scott Alexander,216
"January 4, 2018",Book Review: Madness And Civilization,https://slatestarcodex.com/2018/01/04/book-review-madness-and-civilization/,Scott Alexander,314
"January 18, 2018",Practically-A-Book Review: Luna Whitepaper,https://slatestarcodex.com/2018/01/18/practically-a-book-review-luna-whitepaper/,Scott Alexander,519
"January 17, 2018",Open Thread 93.25,https://slatestarcodex.com/2018/01/17/open-thread-93-25/,Scott Alexander,664
"January 3, 2018",Open Thread 92.25,https://slatestarcodex.com/2018/01/03/open-thread-92-25/,Scott Alexander,722
"January 21, 2018",Open Thread 93.5,https://slatestarcodex.com/2018/01/21/open-thread-93-5/,Scott Alexander,551
"January 26, 2018",SSC Survey Data On Models Of Political Conflict,https://slatestarcodex.com/2018/01/26/ssc-survey-data-on-models-of-political-conflict/,Scott Alexander,238
"December 31, 2017",OT92: Ocean Thread,https://slatestarcodex.com/2017/12/31/ot92-ocean-thread/,Scott Alexander,970
"January 24, 2018",Open Thread 93.75,https://slatestarcodex.com/2018/01/24/open-thread-93-75/,Scott Alexander,763
"January 21, 2018",Links 1/18: Helink Of Troy,https://slatestarcodex.com/2018/01/21/links-1-18-helink-of-troy/,Scott Alexander,825
"January 31, 2018",Powerless Placebos,https://slatestarcodex.com/2018/01/31/powerless-placebos/,Scott Alexander,115
"January 28, 2018",OT94: Isotopen Thread,https://slatestarcodex.com/2018/01/28/ot94-isotopen-thread/,Scott Alexander,1073
"February 4, 2018",Open Thread 94.5,https://slatestarcodex.com/2018/02/04/open-thread-94-5/,Scott Alexander,367
"February 7, 2018",Guyenet On Motivation,https://slatestarcodex.com/2018/02/07/guyenet-on-motivation/,Scott Alexander,125
"January 24, 2018",Conflict Vs. Mistake,https://slatestarcodex.com/2018/01/24/conflict-vs-mistake/,Scott Alexander,1022
"February 6, 2018",Predictions For 2018,https://slatestarcodex.com/2018/02/06/predictions-for-2018/,Scott Alexander,302
"January 29, 2018",Highlights From The Comments On Conflict Vs. Mistake,https://slatestarcodex.com/2018/01/29/highlights-from-the-comments-on-conflict-vs-mistake/,Scott Alexander,269
"February 13, 2018","We’ve Got Five Years, What A Surprise",https://slatestarcodex.com/2018/02/13/weve-got-five-years-what-a-surprise/,Scott Alexander,91
"February 14, 2018",Open Thread 95.25,https://slatestarcodex.com/2018/02/14/open-thread-95-25/,Scott Alexander,949
"January 31, 2018",Open Thread 94.25,https://slatestarcodex.com/2018/01/31/open-thread-94-25/,Scott Alexander,840
"February 18, 2018",Open Thread 95.5,https://slatestarcodex.com/2018/02/18/open-thread-95-5/,Scott Alexander,446
"January 30, 2018",The Invention Of Moral Narrative,https://slatestarcodex.com/2018/01/30/the-invention-of-moral-narrative/,Scott Alexander,600
"February 11, 2018",OT95: Zoetropen Thread,https://slatestarcodex.com/2018/02/11/ot95-zoetropen-thread/,Scott Alexander,1074
"February 22, 2018",Highlights From The Comments On Technological Unemployment,https://slatestarcodex.com/2018/02/22/highlights-from-the-comments-on-technological-unemployment/,Scott Alexander,178
"February 26, 2018",SSC Journal Club: Cipriani On Antidepressants,https://slatestarcodex.com/2018/02/26/ssc-journal-club-cipriani-on-antidepressants/,Scott Alexander,45
"February 13, 2018",More Testimonials For SSC,https://slatestarcodex.com/2018/02/13/more-testimonials-for-ssc/,Scott Alexander,333
"February 19, 2018",Technological Unemployment: Much More Than You Wanted To Know,https://slatestarcodex.com/2018/02/19/technological-unemployment-much-more-than-you-wanted-to-know/,Scott Alexander,523
"February 15, 2018",Five More Years,https://slatestarcodex.com/2018/02/15/five-more-years/,Scott Alexander,601
"February 27, 2018",Links 2/18: Link Biao Incident,https://slatestarcodex.com/2018/02/27/links-2-18-link-biao-incident/,Scott Alexander,661
"February 28, 2018",Open Thread 96.25,https://slatestarcodex.com/2018/02/28/open-thread-96-25/,Scott Alexander,651
"March 4, 2018","God Help Us, Let’s Try To Understand Friston On Free Energy",https://slatestarcodex.com/2018/03/04/god-help-us-lets-try-to-understand-friston-on-free-energy/,Scott Alexander,246
"February 21, 2018","Current Affairs’ “Some Puzzles For Libertarians”, Treated As Writing Prompts For Short Stories",https://slatestarcodex.com/2018/02/21/current-affairs-some-puzzles-for-libertarians-treated-as-writing-prompts-for-short-stories/,Scott Alexander,522
"March 8, 2018",SSC Journal Club: Friston On Computational Mood,https://slatestarcodex.com/2018/03/08/ssc-journal-club-friston-on-computational-mood/,Scott Alexander,93
"February 21, 2018",Open Thread 95.75,https://slatestarcodex.com/2018/02/21/open-thread-95-75/,Scott Alexander,718
"March 4, 2018",Open Thread 96.5,https://slatestarcodex.com/2018/03/04/open-thread-96-5/,Scott Alexander,417
"March 18, 2018",Open Thread 97.5,https://slatestarcodex.com/2018/03/18/open-thread-97-5/,Scott Alexander,482
"March 19, 2018",The Dark Rule Utilitarian Argument For Science Piracy,https://slatestarcodex.com/2018/03/19/the-dark-rule-utilitarian-argument-for-science-piracy/,Scott Alexander,405
"March 22, 2018",Navigating And/Or Avoiding The Inpatient Mental Health System,https://slatestarcodex.com/2018/03/22/navigating-and-or-avoiding-the-inpatient-mental-health-system/,Scott Alexander,208
"April 2, 2018",Are The Amish Unhappy? Super Happy? Just Meh?,https://slatestarcodex.com/2018/04/02/are-the-amish-unhappy-super-happy-just-meh/,Scott Alexander,146
"April 3, 2018",Highlights From The Comments On Twelve Rules,https://slatestarcodex.com/2018/04/03/highlights-from-the-comments-on-twelve-rules/,Scott Alexander,148
"March 21, 2018",Open Thread 97.75,https://slatestarcodex.com/2018/03/21/open-thread-97-75/,Scott Alexander,605
"April 1, 2018",Open Thread 98.5,https://slatestarcodex.com/2018/04/01/open-thread-98-5/,Scott Alexander,209
"March 14, 2018",Open Thread 97.25,https://slatestarcodex.com/2018/03/14/open-thread-97-25/,Scott Alexander,669
"March 28, 2018",Open Thread 98.25,https://slatestarcodex.com/2018/03/28/open-thread-98-25/,Scott Alexander,681
"April 4, 2018",Open Thread 98.75,https://slatestarcodex.com/2018/04/04/open-thread-98-75/,Scott Alexander,537
"April 4, 2018",Adult Neurogenesis – A Pointed Review,https://slatestarcodex.com/2018/04/04/adult-neurogenesis-a-pointed-review/,Scott Alexander,99
"April 10, 2018",Why DC’s Low Graduation Rates?,https://slatestarcodex.com/2018/04/10/why-dcs-low-graduation-rates/,Scott Alexander,296
"April 11, 2018",Open Thread 99.25,https://slatestarcodex.com/2018/04/11/open-thread-99-25/,Scott Alexander,464
"April 25, 2018",Mental Health On A Budget,https://slatestarcodex.com/2018/04/25/mental-health-on-a-budget/,Scott Alexander,105
"April 26, 2018",Call For Adversarial Collaborations,https://slatestarcodex.com/2018/04/26/call-for-adversarial-collaborations/,Scott Alexander,605
"May 3, 2018",Classified Thread 5: Classified Never Sinned,https://slatestarcodex.com/2018/05/03/classified-thread-5-classified-never-sinned/,Scott Alexander,229
"May 6, 2018",OT101: Threadversarial Collaboropen,https://slatestarcodex.com/2018/05/06/ot101-threadversarial-collaboropen/,Scott Alexander,904
"May 8, 2018",Varieties Of Argumentative Experience,https://slatestarcodex.com/2018/05/08/varieties-of-argumentative-experience/,Scott Alexander,437
"May 10, 2018",Links 5/18: Snorri URL-uson,https://slatestarcodex.com/2018/05/10/links-5-18-snorri-url-uson/,Scott Alexander,615
"May 9, 2018",Open Thread 101.25,https://slatestarcodex.com/2018/05/09/open-thread-101-25/,Scott Alexander,485
"May 20, 2018",OT102: Difference Of Openion,https://slatestarcodex.com/2018/05/20/ot102-difference-of-openion/,Scott Alexander,846
"May 27, 2018",Open Thread 102.5,https://slatestarcodex.com/2018/05/27/open-thread-101-5-2/,Scott Alexander,297
"May 17, 2018",Open Thread 101.75,https://slatestarcodex.com/2018/05/17/open-thread-100-75-2/,Scott Alexander,679
"May 31, 2018",In Search Of Missing US Suicides,https://slatestarcodex.com/2018/05/31/in-search-of-missing-us-suicides/,Scott Alexander,224
"May 28, 2018",Highlights From The Comments On Basic Jobs,https://slatestarcodex.com/2018/05/28/highlights-from-the-comments-on-basic-jobs/,Scott Alexander,558
"May 23, 2018",Open Thread 102.25,https://slatestarcodex.com/2018/05/23/open-thread-101-25-2/,Scott Alexander,609
"June 6, 2018",HPPD And The Specter Of Permanent Side Effects,https://slatestarcodex.com/2018/06/06/hppd-and-the-specter-of-permanent-side-effects/,Scott Alexander,127
"May 30, 2018",Open Thread 102.75,https://slatestarcodex.com/2018/05/30/open-thread-100-75-2-2/,Scott Alexander,680
"May 23, 2018",Can Things Be Both Popular And Silenced?,https://slatestarcodex.com/2018/05/23/can-things-be-both-popular-and-silenced/,Scott Alexander,940
"June 10, 2018",Open Thread 103.5,https://slatestarcodex.com/2018/06/10/open-thread-101-5-3/,Scott Alexander,453
"June 3, 2018",OT103: The Curse Of Tutancomment,https://slatestarcodex.com/2018/06/03/ot103-the-curse-of-tutancomment/,Scott Alexander,1042
"June 13, 2018",Links 6/18: Linkonberry Jam,https://slatestarcodex.com/2018/06/13/links-6-18-linkonberry-jam/,Scott Alexander,814
"June 6, 2018",Open Thread 103.25,https://slatestarcodex.com/2018/06/06/open-thread-101-25-3/,Scott Alexander,630
"June 19, 2018",The GATTACA Trilogy,https://slatestarcodex.com/2018/06/19/the-gattaca-trilogy/,Scott Alexander,133
"June 17, 2018",OT104: Antelopen Thread,https://slatestarcodex.com/2018/06/17/ot104-antelopen-thread/,Scott Alexander,588
"June 19, 2018",Contra Caplan On Arbitrary Deploring,https://slatestarcodex.com/2018/06/19/contra-caplan-on-arbitrary-deploring/,Scott Alexander,412
"June 20, 2018",Open Thread 104.25,https://slatestarcodex.com/2018/06/20/open-thread-101-25-3-2/,Scott Alexander,671
"June 20, 2018",Cost Disease In Medicine: The Practical Perspective,https://slatestarcodex.com/2018/06/20/cost-disease-in-medicine-the-practical-perspective/,Scott Alexander,308
"June 26, 2018",List Of Passages I Highlighted In My Copy Of Capital In The Twenty-First Century,https://slatestarcodex.com/2018/06/26/list-of-passages-i-highlighted-in-my-copy-of-capital-in-the-twenty-first-century/,Scott Alexander,263
"June 28, 2018",Highlights From The Comments On Piketty,https://slatestarcodex.com/2018/06/28/highlights-from-the-comments-on-piketty/,Scott Alexander,169
"June 24, 2018",Open Thread 104.5,https://slatestarcodex.com/2018/06/24/open-thread-101-5-3-2/,Scott Alexander,308
"July 1, 2018",OT105: Ethelthread The Unthready,https://slatestarcodex.com/2018/07/01/ot105-ethelthread-the-unthready/,Scott Alexander,1012
"July 5, 2018",The Craft And The Codex,https://slatestarcodex.com/2018/07/05/the-craft-and-the-codex/,Scott Alexander,680
"June 24, 2018",Book Review: Capital In The Twenty-First Century,https://slatestarcodex.com/2018/06/24/book-review-capital-in-the-twenty-first-century/,Scott Alexander,538
"July 12, 2018",Did A Melatonin Patent Inspire Current Dose Confusion?,https://slatestarcodex.com/2018/07/12/did-a-melatonin-patent-inspire-current-dose-confusion/,Scott Alexander,42
"June 28, 2018",Open Thread 104.75,https://slatestarcodex.com/2018/06/28/open-thread-100-75-2-3-2/,Scott Alexander,803
"July 4, 2018",Open Thread 105.25,https://slatestarcodex.com/2018/07/04/open-thread-105-25/,Scott Alexander,552
"June 13, 2018",Open Thread 103.75,https://slatestarcodex.com/2018/06/13/open-thread-100-75-2-3/,Scott Alexander,676
"July 3, 2018",SSC Journal Club: Dissolving The Fermi Paradox,https://slatestarcodex.com/2018/07/03/ssc-journal-club-dissolving-the-fermi-paradox/,Scott Alexander,449
"July 8, 2018",Open Thread 105.5,https://slatestarcodex.com/2018/07/08/open-thread-105-5/,Scott Alexander,591
"July 10, 2018",Melatonin: Much More Than You Wanted To Know,https://slatestarcodex.com/2018/07/10/melatonin-much-more-than-you-wanted-to-know/,Scott Alexander,154
"July 19, 2018",Sentimental Cartography,https://slatestarcodex.com/2018/07/19/sentimental-cartography/,Scott Alexander,51
"July 11, 2018",Open Thread 105.75,https://slatestarcodex.com/2018/07/11/open-thread-105-75/,Scott Alexander,794
"July 18, 2018",The Whole City Is Center,https://slatestarcodex.com/2018/07/18/the-whole-city-is-center/,Scott Alexander,414
"July 25, 2018",Verses Composed Upon Reading A Review From TripAdvisor,https://slatestarcodex.com/2018/07/25/verses-composed-upon-reading-a-review-from-tripadvisor/,Scott Alexander,28
"July 18, 2018",Fundamental Value Differences Are Not That Fundamental,https://slatestarcodex.com/2018/07/18/fundamental-value-differences-are-not-that-fundamental/,Scott Alexander,706
"July 26, 2018",Meetups Everywhere 2018,https://slatestarcodex.com/2018/07/26/meetups-everywhere-2018/,Scott Alexander,277
"July 18, 2018",Open Thread 106.25,https://slatestarcodex.com/2018/07/18/open-thread-106-25/,Scott Alexander,771
"July 22, 2018",Open Thread 106.5,https://slatestarcodex.com/2018/07/22/ot106-5/,Scott Alexander,709
"August 1, 2018",Cancer Progress: Much More Than You Wanted To Know,https://slatestarcodex.com/2018/08/01/cancer-progress-much-more-than-you-wanted-to-know/,Scott Alexander,180
"July 15, 2018",OT106: Alexios I Commentos,https://slatestarcodex.com/2018/07/15/ot106-alexios-i-commentos/,Scott Alexander,1110
"July 29, 2018",OT107: Kaleidoscopen Thread,https://slatestarcodex.com/2018/07/29/ot107-kaleidoscopen-thread/,Scott Alexander,771
"August 6, 2018",Before You Get Too Excited About That Trigger Warning Study…,https://slatestarcodex.com/2018/08/06/before-you-get-too-excited-about-that-trigger-warning-study/,Scott Alexander,242
"July 30, 2018",Links 7/18: URL Mountains,https://slatestarcodex.com/2018/07/30/links-7-18-url-mountains/,Scott Alexander,1144
"July 26, 2018",Open Thread 106.75,https://slatestarcodex.com/2018/07/26/open-thread-105-75-2/,Scott Alexander,764
"August 5, 2018",Open Thread 107.5,https://slatestarcodex.com/2018/08/05/open-thread-105-5-2/,Scott Alexander,302
"August 9, 2018",SSC Meetups 2018: Times And Places,https://slatestarcodex.com/2018/08/09/ssc-meetups-2018-times-and-places/,Scott Alexander,96
"July 24, 2018",Value Differences As Differently Crystallized Metaphysical Heuristics,https://slatestarcodex.com/2018/07/24/value-differences-as-differently-crystallized-metaphysical-heuristics/,Scott Alexander,379
"August 3, 2018",Open Thread 107.25,https://slatestarcodex.com/2018/08/03/open-thread-107-25/,Scott Alexander,505
"August 15, 2018",SSC Survey: Scattered Negative Results,https://slatestarcodex.com/2018/08/15/ssc-survey-scattered-negative-results/,Scott Alexander,38
"August 14, 2018",SSC Survey Results: ADHD And Rejection Sensitivity,https://slatestarcodex.com/2018/08/14/ssc-survey-results-adhd-and-rejection-sensitivity/,Scott Alexander,123
"August 20, 2018",Practically-A-Book Review: EA Hotel,https://slatestarcodex.com/2018/08/20/practically-a-book-review-ea-hotel/,Scott Alexander,124
"August 16, 2018",The Parentheses Riddle,https://slatestarcodex.com/2018/08/16/the-parentheses-riddle/,Scott Alexander,248
"August 24, 2018",Open Thread 108.75,https://slatestarcodex.com/2018/08/24/open-thread-107-75-2/,Scott Alexander,708
"August 12, 2018",OT108: Opangolin Thread,https://slatestarcodex.com/2018/08/12/ot108-opangolin-thread/,Scott Alexander,1194
"August 28, 2018",Links 8/18: URLin Wall,https://slatestarcodex.com/2018/08/28/links-8-18-urlin-wall/,Scott Alexander,604
"August 29, 2018",Bulls**t Jobs (Part 1 of ∞),https://slatestarcodex.com/2018/08/29/bullst-jobs-part-1-of-%e2%88%9e/,Scott Alexander,308
"August 23, 2018",Carbon Dioxide: An Open Door Policy,https://slatestarcodex.com/2018/08/23/carbon-dioxide-an-open-door-policy/,Scott Alexander,213
"August 8, 2018",Open Thread 107.75,https://slatestarcodex.com/2018/08/08/open-thread-107-75/,Scott Alexander,957
"August 30, 2018",Bureaucracy As Active Ingredient,https://slatestarcodex.com/2018/08/30/bureaucracy-as-active-ingredient/,Scott Alexander,268
"September 3, 2018",Reminder: Bay Area SSC Meetup 9/8,https://slatestarcodex.com/2018/09/03/reminder-bay-area-ssc-meetup-9-8/,Scott Alexander,4
"August 27, 2018",Elegy For John McCain,https://slatestarcodex.com/2018/08/27/elegy-for-john-mccain/,Scott Alexander,369
"August 29, 2018",Open Thread 109.25,https://slatestarcodex.com/2018/08/29/open-thread-109-25/,Scott Alexander,356
"September 3, 2018",This Week: Adversarial Collaboration Entries,https://slatestarcodex.com/2018/09/03/this-week-adversarial-collaboration-entries/,Scott Alexander,55
"August 15, 2018",Open Thread 108.25,https://slatestarcodex.com/2018/08/15/open-thread-108-25/,Scott Alexander,990
"September 2, 2018",Open Thread 109.5,https://slatestarcodex.com/2018/09/02/open-thread-109-5/,Scott Alexander,233
"September 4, 2018",[ACC Entry] Does The Education System Adequately Serve Advanced Students?,https://slatestarcodex.com/2018/09/04/acc-entry-does-the-education-system-adequately-serve-advanced-students/,Scott Alexander,403
"August 19, 2018",Open Thread 108.5,https://slatestarcodex.com/2018/08/19/open-thread-105-5-2-2/,Scott Alexander,661
"August 26, 2018",OT109: Opulent Thread,https://slatestarcodex.com/2018/08/26/ot109-opulent-thread/,Scott Alexander,981
"September 5, 2018",[ACC Entry] Are Islam And Liberal Democracy Compatible?,https://slatestarcodex.com/2018/09/05/acc-entry-are-islam-and-liberal-democracy-compatible/,Scott Alexander,147
